Territory,Gender,Age,Scholarity,Year,N_of_people
Nord-ovest,female,Y40-44,"elementary school certificate, no educational qualifications",2014,15.466
Nord-ovest,female,Y40-44,"elementary school certificate, no educational qualifications",2015,12.848
Nord-ovest,female,Y40-44,"elementary school certificate, no educational qualifications",2016,17.102
Nord-ovest,female,Y40-44,"elementary school certificate, no educational qualifications",2017,12.957
Nord-ovest,female,Y40-44,"elementary school certificate, no educational qualifications",2018,9.008
Nord-ovest,female,Y40-44,"elementary school certificate, no educational qualifications",2019,7.169
Nord-ovest,female,Y40-44,"elementary school certificate, no educational qualifications",2020,6.711
Nord-ovest,female,Y40-44,middle school certificate,2011,224.759
Nord-ovest,female,Y40-44,middle school certificate,2012,212.35
Nord-ovest,female,Y40-44,middle school certificate,2013,203.46
Nord-ovest,female,Y40-44,middle school certificate,2014,193.968
Nord-ovest,female,Y40-44,middle school certificate,2015,175.114
Nord-ovest,female,Y40-44,middle school certificate,2016,175.363
Nord-ovest,female,Y40-44,middle school certificate,2017,166.977
Nord-ovest,female,Y40-44,middle school certificate,2018,154
Nord-ovest,female,Y40-44,middle school certificate,2019,149.416
Nord-ovest,female,Y40-44,middle school certificate,2020,142.811
Nord-ovest,female,Y40-44,diploma 2-3 years (professional qualification),2011,77.569
Nord-ovest,female,Y40-44,diploma 2-3 years (professional qualification),2012,79.567
Nord-ovest,female,Y40-44,diploma 2-3 years (professional qualification),2013,70.862
Nord-ovest,female,Y40-44,diploma 2-3 years (professional qualification),2014,65.934
Nord-ovest,female,Y40-44,diploma 2-3 years (professional qualification),2015,65.718
Nord-ovest,female,Y40-44,diploma 2-3 years (professional qualification),2016,63.965
Nord-ovest,female,Y40-44,diploma 2-3 years (professional qualification),2017,54.431
Nord-ovest,female,Y40-44,diploma 2-3 years (professional qualification),2018,55.147
Nord-ovest,female,Y40-44,diploma 2-3 years (professional qualification),2019,46.616
Nord-ovest,female,Y40-44,diploma 2-3 years (professional qualification),2020,45.855
Nord-ovest,female,Y40-44,diploma 4-5 years (maturity),2011,235.869
Nord-ovest,female,Y40-44,diploma 4-5 years (maturity),2012,234.669
Nord-ovest,female,Y40-44,diploma 4-5 years (maturity),2013,235.468
Nord-ovest,female,Y40-44,diploma 4-5 years (maturity),2014,242.607
Nord-ovest,female,Y40-44,diploma 4-5 years (maturity),2015,237.796
Nord-ovest,female,Y40-44,diploma 4-5 years (maturity),2016,227.824
Nord-ovest,female,Y40-44,diploma 4-5 years (maturity),2017,231.397
Nord-ovest,female,Y40-44,diploma 4-5 years (maturity),2018,231.916
Nord-ovest,female,Y40-44,diploma 4-5 years (maturity),2019,229.514
Nord-ovest,female,Y40-44,diploma 4-5 years (maturity),2020,206.712
Nord-ovest,female,Y40-44,undergraduate and postgraduate,2011,110.108
Nord-ovest,female,Y40-44,undergraduate and postgraduate,2012,117.292
Nord-ovest,female,Y40-44,undergraduate and postgraduate,2013,127.942
Nord-ovest,female,Y40-44,undergraduate and postgraduate,2014,135.018
Nord-ovest,female,Y40-44,undergraduate and postgraduate,2015,155.66
Nord-ovest,female,Y40-44,undergraduate and postgraduate,2016,154.388
Nord-ovest,female,Y40-44,undergraduate and postgraduate,2017,157.058
Nord-ovest,female,Y40-44,undergraduate and postgraduate,2018,153.907
Nord-ovest,female,Y40-44,undergraduate and postgraduate,2019,148.845
Nord-ovest,female,Y40-44,undergraduate and postgraduate,2020,153.375
Nord-est,male,Y40-44,"elementary school certificate, no educational qualifications",2011,13.663
Nord-est,male,Y40-44,"elementary school certificate, no educational qualifications",2012,14.342
Nord-est,male,Y40-44,"elementary school certificate, no educational qualifications",2013,9.556
Nord-est,male,Y40-44,"elementary school certificate, no educational qualifications",2014,10.521
Nord-est,male,Y40-44,"elementary school certificate, no educational qualifications",2015,11.201
Nord-est,male,Y40-44,"elementary school certificate, no educational qualifications",2016,12.961
Nord-est,male,Y40-44,"elementary school certificate, no educational qualifications",2017,10.004
Nord-est,male,Y40-44,"elementary school certificate, no educational qualifications",2018,10.179
Nord-est,male,Y40-44,"elementary school certificate, no educational qualifications",2019,9.694
Nord-est,male,Y40-44,"elementary school certificate, no educational qualifications",2020,9.363
Nord-est,male,Y40-44,middle school certificate,2011,187.668
Nord-est,male,Y40-44,middle school certificate,2012,176.837
Nord-est,male,Y40-44,middle school certificate,2013,171.532
Nord-est,male,Y40-44,middle school certificate,2014,165.843
Nord-est,male,Y40-44,middle school certificate,2015,157.569
Nord-est,male,Y40-44,middle school certificate,2016,145.675
Nord-est,male,Y40-44,middle school certificate,2017,133.128
Nord-est,male,Y40-44,middle school certificate,2018,120.988
Nord-est,male,Y40-44,middle school certificate,2019,118.945
Nord-est,male,Y40-44,middle school certificate,2020,121.003
Nord-est,male,Y40-44,diploma 2-3 years (professional qualification),2011,65.297
Nord-est,male,Y40-44,diploma 2-3 years (professional qualification),2012,65.964
Nord-est,male,Y40-44,diploma 2-3 years (professional qualification),2013,63.477
Nord-est,male,Y40-44,diploma 2-3 years (professional qualification),2014,60.463
Nord-est,male,Y40-44,diploma 2-3 years (professional qualification),2015,56.619
Nord-est,male,Y40-44,diploma 2-3 years (professional qualification),2016,60.36
Nord-est,male,Y40-44,diploma 2-3 years (professional qualification),2017,60.633
Nord-est,male,Y40-44,diploma 2-3 years (professional qualification),2018,60.724
Nord-est,male,Y40-44,diploma 2-3 years (professional qualification),2019,52.92
Nord-est,male,Y40-44,diploma 2-3 years (professional qualification),2020,46.614
Nord-est,male,Y40-44,diploma 4-5 years (maturity),2011,159.739
Nord-est,male,Y40-44,diploma 4-5 years (maturity),2012,167.23
Nord-est,male,Y40-44,diploma 4-5 years (maturity),2013,167.632
Nord-est,male,Y40-44,diploma 4-5 years (maturity),2014,173.365
Nord-est,male,Y40-44,diploma 4-5 years (maturity),2015,173.774
Nord-est,male,Y40-44,diploma 4-5 years (maturity),2016,176.257
Nord-est,male,Y40-44,diploma 4-5 years (maturity),2017,175.017
Nord-est,male,Y40-44,diploma 4-5 years (maturity),2018,179.381
Nord-est,male,Y40-44,diploma 4-5 years (maturity),2019,170.058
Nord-est,male,Y40-44,diploma 4-5 years (maturity),2020,149.865
Nord-est,male,Y40-44,undergraduate and postgraduate,2011,63.259
Nord-est,male,Y40-44,undergraduate and postgraduate,2012,63.177
Nord-est,male,Y40-44,undergraduate and postgraduate,2013,75.163
Nord-est,male,Y40-44,undergraduate and postgraduate,2014,74.711
Nord-est,male,Y40-44,undergraduate and postgraduate,2015,81.089
Nord-est,male,Y40-44,undergraduate and postgraduate,2016,76.33
Nord-est,male,Y40-44,undergraduate and postgraduate,2017,79.362
Nord-est,male,Y40-44,undergraduate and postgraduate,2018,71.507
Nord-est,male,Y40-44,undergraduate and postgraduate,2019,74.064
Nord-est,male,Y40-44,undergraduate and postgraduate,2020,78.8
Nord-est,female,Y40-44,"elementary school certificate, no educational qualifications",2011,13.563
Nord-est,female,Y40-44,"elementary school certificate, no educational qualifications",2012,11.388
Nord-est,female,Y40-44,"elementary school certificate, no educational qualifications",2013,10.387
Nord-est,female,Y40-44,"elementary school certificate, no educational qualifications",2014,9.586
Nord-est,female,Y40-44,"elementary school certificate, no educational qualifications",2015,8.164
Nord-est,female,Y40-44,"elementary school certificate, no educational qualifications",2016,7.708
Nord-est,female,Y40-44,"elementary school certificate, no educational qualifications",2017,8.635
Nord-est,female,Y40-44,"elementary school certificate, no educational qualifications",2018,7.212
Nord-est,female,Y40-44,"elementary school certificate, no educational qualifications",2019,7.552
Nord-est,female,Y40-44,"elementary school certificate, no educational qualifications",2020,5.618
Nord-est,female,Y40-44,middle school certificate,2011,151.975
Nord-est,female,Y40-44,middle school certificate,2012,149.23
Nord-est,female,Y40-44,middle school certificate,2013,137.27
Nord-est,female,Y40-44,middle school certificate,2014,134.961
Nord-est,female,Y40-44,middle school certificate,2015,124.971
Nord-est,female,Y40-44,middle school certificate,2016,117.928
Nord-est,female,Y40-44,middle school certificate,2017,111.095
Nord-est,female,Y40-44,middle school certificate,2018,99.655
Nord-est,female,Y40-44,middle school certificate,2019,84.693
Nord-est,female,Y40-44,middle school certificate,2020,80.046
Nord-est,female,Y40-44,diploma 2-3 years (professional qualification),2011,57.888
Nord-est,female,Y40-44,diploma 2-3 years (professional qualification),2012,55.897
Nord-est,female,Y40-44,diploma 2-3 years (professional qualification),2013,56.928
Nord-est,female,Y40-44,diploma 2-3 years (professional qualification),2014,54.689
Nord-est,female,Y40-44,diploma 2-3 years (professional qualification),2015,54.356
Nord-est,female,Y40-44,diploma 2-3 years (professional qualification),2016,55.972
Nord-est,female,Y40-44,diploma 2-3 years (professional qualification),2017,45.834
Nord-est,female,Y40-44,diploma 2-3 years (professional qualification),2018,38.912
Nord-est,female,Y40-44,diploma 2-3 years (professional qualification),2019,38.129
Nord-est,female,Y40-44,diploma 2-3 years (professional qualification),2020,33.562
Nord-est,female,Y40-44,diploma 4-5 years (maturity),2011,172.024
Nord-est,female,Y40-44,diploma 4-5 years (maturity),2012,176.126
Nord-est,female,Y40-44,diploma 4-5 years (maturity),2013,181.889
Nord-est,female,Y40-44,diploma 4-5 years (maturity),2014,188.846
Nord-est,female,Y40-44,diploma 4-5 years (maturity),2015,188.95
Nord-est,female,Y40-44,diploma 4-5 years (maturity),2016,180.57
Nord-est,female,Y40-44,diploma 4-5 years (maturity),2017,173.736
Nord-est,female,Y40-44,diploma 4-5 years (maturity),2018,175.393
Nord-est,female,Y40-44,diploma 4-5 years (maturity),2019,169.54
Nord-est,female,Y40-44,diploma 4-5 years (maturity),2020,159.892
Nord-est,female,Y40-44,undergraduate and postgraduate,2011,83.794
Nord-est,female,Y40-44,undergraduate and postgraduate,2012,86.395
Nord-est,female,Y40-44,undergraduate and postgraduate,2013,92.409
Nord-est,female,Y40-44,undergraduate and postgraduate,2014,89.664
Nord-est,female,Y40-44,undergraduate and postgraduate,2015,97.682
Nord-est,female,Y40-44,undergraduate and postgraduate,2016,104.367
Nord-est,female,Y40-44,undergraduate and postgraduate,2017,115.569
Nord-est,female,Y40-44,undergraduate and postgraduate,2018,120.384
Nord-est,female,Y40-44,undergraduate and postgraduate,2019,125.636
Nord-est,female,Y40-44,undergraduate and postgraduate,2020,127.151
Centro,male,Y40-44,"elementary school certificate, no educational qualifications",2011,17.127
Centro,male,Y40-44,"elementary school certificate, no educational qualifications",2012,16.974
Centro,male,Y40-44,"elementary school certificate, no educational qualifications",2013,14.615
Centro,male,Y40-44,"elementary school certificate, no educational qualifications",2014,9.959
Centro,male,Y40-44,"elementary school certificate, no educational qualifications",2015,11.029
Centro,male,Y40-44,"elementary school certificate, no educational qualifications",2016,9.343
Centro,male,Y40-44,"elementary school certificate, no educational qualifications",2017,12
Centro,male,Y40-44,"elementary school certificate, no educational qualifications",2018,10.154
Centro,male,Y40-44,"elementary school certificate, no educational qualifications",2019,11.957
Centro,male,Y40-44,"elementary school certificate, no educational qualifications",2020,10.305
Centro,male,Y40-44,middle school certificate,2011,168.995
Centro,male,Y40-44,middle school certificate,2012,167.189
Centro,male,Y40-44,middle school certificate,2013,161.133
Centro,male,Y40-44,middle school certificate,2014,157.862
Centro,male,Y40-44,middle school certificate,2015,150.94
Centro,male,Y40-44,middle school certificate,2016,150.158
Centro,male,Y40-44,middle school certificate,2017,142.188
Centro,male,Y40-44,middle school certificate,2018,129.158
Centro,male,Y40-44,middle school certificate,2019,124.001
Centro,male,Y40-44,middle school certificate,2020,122.454
Centro,male,Y40-44,diploma 2-3 years (professional qualification),2011,31.072
Centro,male,Y40-44,diploma 2-3 years (professional qualification),2012,26.352
Centro,male,Y40-44,diploma 2-3 years (professional qualification),2013,27.406
Centro,male,Y40-44,diploma 2-3 years (professional qualification),2014,22.998
Centro,male,Y40-44,diploma 2-3 years (professional qualification),2015,24.366
Centro,male,Y40-44,diploma 2-3 years (professional qualification),2016,21.982
Centro,male,Y40-44,diploma 2-3 years (professional qualification),2017,21.363
Centro,male,Y40-44,diploma 2-3 years (professional qualification),2018,18.149
Centro,male,Y40-44,diploma 2-3 years (professional qualification),2019,21.116
Centro,male,Y40-44,diploma 2-3 years (professional qualification),2020,18.109
Centro,male,Y40-44,diploma 4-5 years (maturity),2011,174.541
Centro,male,Y40-44,diploma 4-5 years (maturity),2012,177.187
Centro,male,Y40-44,diploma 4-5 years (maturity),2013,188.715
Centro,male,Y40-44,diploma 4-5 years (maturity),2014,192.798
Centro,male,Y40-44,diploma 4-5 years (maturity),2015,196.235
Centro,male,Y40-44,diploma 4-5 years (maturity),2016,185.722
Centro,male,Y40-44,diploma 4-5 years (maturity),2017,187.256
Centro,male,Y40-44,diploma 4-5 years (maturity),2018,192.941
Centro,male,Y40-44,diploma 4-5 years (maturity),2019,179.329
Centro,male,Y40-44,diploma 4-5 years (maturity),2020,172.228
Centro,male,Y40-44,undergraduate and postgraduate,2011,78.932
Centro,male,Y40-44,undergraduate and postgraduate,2012,84.146
Centro,male,Y40-44,undergraduate and postgraduate,2013,86.314
Centro,male,Y40-44,undergraduate and postgraduate,2014,98.227
Centro,male,Y40-44,undergraduate and postgraduate,2015,97.385
Centro,male,Y40-44,undergraduate and postgraduate,2016,107.317
Centro,male,Y40-44,undergraduate and postgraduate,2017,102.806
Centro,male,Y40-44,undergraduate and postgraduate,2018,102.29
Centro,male,Y40-44,undergraduate and postgraduate,2019,100.426
Centro,male,Y40-44,undergraduate and postgraduate,2020,96.022
Centro,female,Y40-44,"elementary school certificate, no educational qualifications",2011,18.254
Centro,female,Y40-44,"elementary school certificate, no educational qualifications",2012,15.826
Centro,female,Y40-44,"elementary school certificate, no educational qualifications",2013,14.125
Centro,female,Y40-44,"elementary school certificate, no educational qualifications",2014,10.581
Centro,female,Y40-44,"elementary school certificate, no educational qualifications",2015,12.33
Centro,female,Y40-44,"elementary school certificate, no educational qualifications",2016,10.408
Centro,female,Y40-44,"elementary school certificate, no educational qualifications",2017,8.127
Centro,female,Y40-44,"elementary school certificate, no educational qualifications",2018,10.372
Centro,female,Y40-44,"elementary school certificate, no educational qualifications",2019,11.373
Centro,female,Y40-44,"elementary school certificate, no educational qualifications",2020,7.872
Centro,female,Y40-44,middle school certificate,2011,154.475
Centro,female,Y40-44,middle school certificate,2012,144.928
Centro,female,Y40-44,middle school certificate,2013,132.847
Centro,female,Y40-44,middle school certificate,2014,123.847
Centro,female,Y40-44,middle school certificate,2015,124.461
Centro,female,Y40-44,middle school certificate,2016,120.097
Centro,female,Y40-44,middle school certificate,2017,105.498
Centro,female,Y40-44,middle school certificate,2018,105.989
Centro,female,Y40-44,middle school certificate,2019,97.607
Centro,female,Y40-44,middle school certificate,2020,93.475
Centro,female,Y40-44,diploma 2-3 years (professional qualification),2011,22.482
Centro,female,Y40-44,diploma 2-3 years (professional qualification),2012,29.295
Centro,female,Y40-44,diploma 2-3 years (professional qualification),2013,26.746
Centro,female,Y40-44,diploma 2-3 years (professional qualification),2014,23.653
Centro,female,Y40-44,diploma 2-3 years (professional qualification),2015,22.017
Centro,female,Y40-44,diploma 2-3 years (professional qualification),2016,20.363
Centro,female,Y40-44,diploma 2-3 years (professional qualification),2017,17.53
Centro,female,Y40-44,diploma 2-3 years (professional qualification),2018,16.107
Centro,female,Y40-44,diploma 2-3 years (professional qualification),2019,16.761
Centro,female,Y40-44,diploma 2-3 years (professional qualification),2020,14.226
Centro,female,Y40-44,diploma 4-5 years (maturity),2011,199.049
Centro,female,Y40-44,diploma 4-5 years (maturity),2012,199.912
Centro,female,Y40-44,diploma 4-5 years (maturity),2013,204.218
Centro,female,Y40-44,diploma 4-5 years (maturity),2014,203.384
Centro,female,Y40-44,diploma 4-5 years (maturity),2015,204.821
Centro,female,Y40-44,diploma 4-5 years (maturity),2016,218.937
Centro,female,Y40-44,diploma 4-5 years (maturity),2017,210.112
Centro,female,Y40-44,diploma 4-5 years (maturity),2018,193.428
Centro,female,Y40-44,diploma 4-5 years (maturity),2019,183.69
Centro,female,Y40-44,diploma 4-5 years (maturity),2020,180.539
Centro,female,Y40-44,undergraduate and postgraduate,2011,95.281
Centro,female,Y40-44,undergraduate and postgraduate,2012,101.625
Centro,female,Y40-44,undergraduate and postgraduate,2013,117.842
Centro,female,Y40-44,undergraduate and postgraduate,2014,135.798
Centro,female,Y40-44,undergraduate and postgraduate,2015,132.991
Centro,female,Y40-44,undergraduate and postgraduate,2016,122.888
Centro,female,Y40-44,undergraduate and postgraduate,2017,140.882
Centro,female,Y40-44,undergraduate and postgraduate,2018,142.614
Centro,female,Y40-44,undergraduate and postgraduate,2019,143.006
Centro,female,Y40-44,undergraduate and postgraduate,2020,137.367
Mezzogiorno,male,Y40-44,"elementary school certificate, no educational qualifications",2011,66.044
Mezzogiorno,male,Y40-44,"elementary school certificate, no educational qualifications",2012,64.376
Mezzogiorno,male,Y40-44,"elementary school certificate, no educational qualifications",2013,56.341
Mezzogiorno,male,Y40-44,"elementary school certificate, no educational qualifications",2014,57.915
Mezzogiorno,male,Y40-44,"elementary school certificate, no educational qualifications",2015,52.792
Mezzogiorno,male,Y40-44,"elementary school certificate, no educational qualifications",2016,55.94
Mezzogiorno,male,Y40-44,"elementary school certificate, no educational qualifications",2017,52.257
Mezzogiorno,male,Y40-44,"elementary school certificate, no educational qualifications",2018,49.505
Mezzogiorno,male,Y40-44,"elementary school certificate, no educational qualifications",2019,50.027
Mezzogiorno,male,Y40-44,"elementary school certificate, no educational qualifications",2020,51.2
Mezzogiorno,male,Y40-44,middle school certificate,2011,363.195
Mezzogiorno,male,Y40-44,middle school certificate,2012,343.062
Mezzogiorno,male,Y40-44,middle school certificate,2013,339.521
Mezzogiorno,male,Y40-44,middle school certificate,2014,339.57
Mezzogiorno,male,Y40-44,middle school certificate,2015,332.723
Mezzogiorno,male,Y40-44,middle school certificate,2016,330.396
Mezzogiorno,male,Y40-44,middle school certificate,2017,325.485
Mezzogiorno,male,Y40-44,middle school certificate,2018,305.117
Mezzogiorno,male,Y40-44,middle school certificate,2019,285.347
Mezzogiorno,male,Y40-44,middle school certificate,2020,275.317
Mezzogiorno,male,Y40-44,diploma 2-3 years (professional qualification),2011,28.705
Mezzogiorno,male,Y40-44,diploma 2-3 years (professional qualification),2012,31.393
Mezzogiorno,male,Y40-44,diploma 2-3 years (professional qualification),2013,28.84
Mezzogiorno,male,Y40-44,diploma 2-3 years (professional qualification),2014,25.797
Mezzogiorno,male,Y40-44,diploma 2-3 years (professional qualification),2015,19.42
Mezzogiorno,male,Y40-44,diploma 2-3 years (professional qualification),2016,21.618
Mezzogiorno,male,Y40-44,diploma 2-3 years (professional qualification),2017,18.875
Mezzogiorno,male,Y40-44,diploma 2-3 years (professional qualification),2018,17.226
Mezzogiorno,male,Y40-44,diploma 2-3 years (professional qualification),2019,18.51
Mezzogiorno,male,Y40-44,diploma 2-3 years (professional qualification),2020,19.096
Mezzogiorno,male,Y40-44,diploma 4-5 years (maturity),2011,236.148
Mezzogiorno,male,Y40-44,diploma 4-5 years (maturity),2012,242.608
Mezzogiorno,male,Y40-44,diploma 4-5 years (maturity),2013,247.246
Mezzogiorno,male,Y40-44,diploma 4-5 years (maturity),2014,251.331
Mezzogiorno,male,Y40-44,diploma 4-5 years (maturity),2015,266.135
Mezzogiorno,male,Y40-44,diploma 4-5 years (maturity),2016,265.82
Mezzogiorno,male,Y40-44,diploma 4-5 years (maturity),2017,271.37
Mezzogiorno,male,Y40-44,diploma 4-5 years (maturity),2018,277.904
Mezzogiorno,male,Y40-44,diploma 4-5 years (maturity),2019,276.96
Mezzogiorno,male,Y40-44,diploma 4-5 years (maturity),2020,264.182
Mezzogiorno,male,Y40-44,undergraduate and postgraduate,2011,85.02
Mezzogiorno,male,Y40-44,undergraduate and postgraduate,2012,94.191
Mezzogiorno,male,Y40-44,undergraduate and postgraduate,2013,101.754
Mezzogiorno,male,Y40-44,undergraduate and postgraduate,2014,98.795
Mezzogiorno,male,Y40-44,undergraduate and postgraduate,2015,100.381
Mezzogiorno,male,Y40-44,undergraduate and postgraduate,2016,94.874
Mezzogiorno,male,Y40-44,undergraduate and postgraduate,2017,92.454
Mezzogiorno,male,Y40-44,undergraduate and postgraduate,2018,97.189
Mezzogiorno,male,Y40-44,undergraduate and postgraduate,2019,97.339
Mezzogiorno,male,Y40-44,undergraduate and postgraduate,2020,94.84
Mezzogiorno,female,Y40-44,"elementary school certificate, no educational qualifications",2011,90.639
Mezzogiorno,female,Y40-44,"elementary school certificate, no educational qualifications",2012,81.894
Mezzogiorno,female,Y40-44,"elementary school certificate, no educational qualifications",2013,69.157
Mezzogiorno,female,Y40-44,"elementary school certificate, no educational qualifications",2014,55.47
Mezzogiorno,female,Y40-44,"elementary school certificate, no educational qualifications",2015,53.851
Mezzogiorno,female,Y40-44,"elementary school certificate, no educational qualifications",2016,56.314
Mezzogiorno,female,Y40-44,"elementary school certificate, no educational qualifications",2017,48.082
Mezzogiorno,female,Y40-44,"elementary school certificate, no educational qualifications",2018,43.71
Mezzogiorno,female,Y40-44,"elementary school certificate, no educational qualifications",2019,39.359
Mezzogiorno,female,Y40-44,"elementary school certificate, no educational qualifications",2020,36.404
Mezzogiorno,female,Y40-44,middle school certificate,2011,337.044
Mezzogiorno,female,Y40-44,middle school certificate,2012,324.364
Mezzogiorno,female,Y40-44,middle school certificate,2013,322.607
Mezzogiorno,female,Y40-44,middle school certificate,2014,327.688
Mezzogiorno,female,Y40-44,middle school certificate,2015,317.941
Mezzogiorno,female,Y40-44,middle school certificate,2016,308.775
Mezzogiorno,female,Y40-44,middle school certificate,2017,297.875
Mezzogiorno,female,Y40-44,middle school certificate,2018,285.621
Mezzogiorno,female,Y40-44,middle school certificate,2019,263.196
Mezzogiorno,female,Y40-44,middle school certificate,2020,242.213
Mezzogiorno,female,Y40-44,diploma 2-3 years (professional qualification),2011,28.031
Mezzogiorno,female,Y40-44,diploma 2-3 years (professional qualification),2012,30.096
Mezzogiorno,female,Y40-44,diploma 2-3 years (professional qualification),2013,26.388
Mezzogiorno,female,Y40-44,diploma 2-3 years (professional qualification),2014,24.526
Mezzogiorno,female,Y40-44,diploma 2-3 years (professional qualification),2015,20.459
Mezzogiorno,female,Y40-44,diploma 2-3 years (professional qualification),2016,18.079
Mezzogiorno,female,Y40-44,diploma 2-3 years (professional qualification),2017,17.049
Mezzogiorno,female,Y40-44,diploma 2-3 years (professional qualification),2018,16.649
Mezzogiorno,female,Y40-44,diploma 2-3 years (professional qualification),2019,14.146
Mezzogiorno,female,Y40-44,diploma 2-3 years (professional qualification),2020,12.026
Mezzogiorno,female,Y40-44,diploma 4-5 years (maturity),2011,255.022
Mezzogiorno,female,Y40-44,diploma 4-5 years (maturity),2012,259.981
Mezzogiorno,female,Y40-44,diploma 4-5 years (maturity),2013,266.461
Mezzogiorno,female,Y40-44,diploma 4-5 years (maturity),2014,266.135
Mezzogiorno,female,Y40-44,diploma 4-5 years (maturity),2015,269.798
Mezzogiorno,female,Y40-44,diploma 4-5 years (maturity),2016,278.868
Mezzogiorno,female,Y40-44,diploma 4-5 years (maturity),2017,279.74
Mezzogiorno,female,Y40-44,diploma 4-5 years (maturity),2018,274.245
Mezzogiorno,female,Y40-44,diploma 4-5 years (maturity),2019,272.49
Mezzogiorno,female,Y40-44,diploma 4-5 years (maturity),2020,275.365
Mezzogiorno,female,Y40-44,undergraduate and postgraduate,2011,105.561
Mezzogiorno,female,Y40-44,undergraduate and postgraduate,2012,115.541
Mezzogiorno,female,Y40-44,undergraduate and postgraduate,2013,121.636
Mezzogiorno,female,Y40-44,undergraduate and postgraduate,2014,128.023
Mezzogiorno,female,Y40-44,undergraduate and postgraduate,2015,134.813
Mezzogiorno,female,Y40-44,undergraduate and postgraduate,2016,127.451
Mezzogiorno,female,Y40-44,undergraduate and postgraduate,2017,133.479
Mezzogiorno,female,Y40-44,undergraduate and postgraduate,2018,139.424
Mezzogiorno,female,Y40-44,undergraduate and postgraduate,2019,149.79
Mezzogiorno,female,Y40-44,undergraduate and postgraduate,2020,148.1
Italia,male,Y45-49,"elementary school certificate, no educational qualifications",2011,150.486
Italia,male,Y45-49,"elementary school certificate, no educational qualifications",2012,145.919
Italia,male,Y45-49,"elementary school certificate, no educational qualifications",2013,142.645
Italia,male,Y45-49,"elementary school certificate, no educational qualifications",2014,134.098
Italia,male,Y45-49,"elementary school certificate, no educational qualifications",2015,126.234
Italia,male,Y45-49,"elementary school certificate, no educational qualifications",2016,120.336
Italia,male,Y45-49,"elementary school certificate, no educational qualifications",2017,109.158
Italia,male,Y45-49,"elementary school certificate, no educational qualifications",2018,96.582
Italia,male,Y45-49,"elementary school certificate, no educational qualifications",2019,97.877
Italia,male,Y45-49,"elementary school certificate, no educational qualifications",2020,94.386
Italia,male,Y45-49,middle school certificate,2011,1000.28
Italia,male,Y45-49,middle school certificate,2012,1027.171
Italia,male,Y45-49,middle school certificate,2013,1048.975
Italia,male,Y45-49,middle school certificate,2014,1049.382
Italia,male,Y45-49,middle school certificate,2015,1041.862
Italia,male,Y45-49,middle school certificate,2016,1017.752
Italia,male,Y45-49,middle school certificate,2017,979.493
Italia,male,Y45-49,middle school certificate,2018,931.322
Italia,male,Y45-49,middle school certificate,2019,914.724
Italia,male,Y45-49,middle school certificate,2020,886.283
Italia,male,Y45-49,diploma 2-3 years (professional qualification),2011,189.291
Italia,male,Y45-49,diploma 2-3 years (professional qualification),2012,195.552
Italia,male,Y45-49,diploma 2-3 years (professional qualification),2013,207.706
Italia,male,Y45-49,diploma 2-3 years (professional qualification),2014,195.979
Italia,male,Y45-49,diploma 2-3 years (professional qualification),2015,180.941
Italia,male,Y45-49,diploma 2-3 years (professional qualification),2016,181.101
Italia,male,Y45-49,diploma 2-3 years (professional qualification),2017,183.18
Italia,male,Y45-49,diploma 2-3 years (professional qualification),2018,178.032
Italia,male,Y45-49,diploma 2-3 years (professional qualification),2019,158.689
Italia,male,Y45-49,diploma 2-3 years (professional qualification),2020,161.47
Italia,male,Y45-49,diploma 4-5 years (maturity),2011,737.172
Italia,male,Y45-49,diploma 4-5 years (maturity),2012,739.159
Italia,male,Y45-49,diploma 4-5 years (maturity),2013,743.563
Italia,male,Y45-49,diploma 4-5 years (maturity),2014,779.46
Italia,male,Y45-49,diploma 4-5 years (maturity),2015,782.713
Italia,male,Y45-49,diploma 4-5 years (maturity),2016,786.347
Italia,male,Y45-49,diploma 4-5 years (maturity),2017,788.588
Italia,male,Y45-49,diploma 4-5 years (maturity),2018,821.799
Italia,male,Y45-49,diploma 4-5 years (maturity),2019,826.529
Italia,male,Y45-49,diploma 4-5 years (maturity),2020,829.25
Italia,male,Y45-49,undergraduate and postgraduate,2011,261.112
Italia,male,Y45-49,undergraduate and postgraduate,2012,284.12
Italia,male,Y45-49,undergraduate and postgraduate,2013,297.216
Italia,male,Y45-49,undergraduate and postgraduate,2014,305.277
Italia,male,Y45-49,undergraduate and postgraduate,2015,319.987
Italia,male,Y45-49,undergraduate and postgraduate,2016,324.556
Italia,male,Y45-49,undergraduate and postgraduate,2017,352.102
Italia,male,Y45-49,undergraduate and postgraduate,2018,368.258
Italia,male,Y45-49,undergraduate and postgraduate,2019,376.417
Italia,male,Y45-49,undergraduate and postgraduate,2020,387.43
Italia,female,Y45-49,"elementary school certificate, no educational qualifications",2011,182.086
Italia,female,Y45-49,"elementary school certificate, no educational qualifications",2012,162.833
Italia,female,Y45-49,"elementary school certificate, no educational qualifications",2013,162.082
Italia,female,Y45-49,"elementary school certificate, no educational qualifications",2014,151.31
Italia,female,Y45-49,"elementary school certificate, no educational qualifications",2015,132.353
Italia,female,Y45-49,"elementary school certificate, no educational qualifications",2016,122.858
Italia,female,Y45-49,"elementary school certificate, no educational qualifications",2017,112.942
Italia,female,Y45-49,"elementary school certificate, no educational qualifications",2018,103.113
