Territory,Gender,Age,Scholarity,Year,Rate_unemployed
Calabria,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2018,17.45259
Calabria,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2019,13.67346
Calabria,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2020,13.372357
Calabria,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2021,11.854429
Italy,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2018,6.052866
Italy,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2019,5.845214
Italy,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2020,5.556789
Italy,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2021,5.183004
Provincia Autonoma Bolzano / Bozen,all_gender,Y20-64,"no educational degree, primary and lower secondary school certificate",2018,3.335525
Provincia Autonoma Bolzano / Bozen,all_gender,Y20-64,"no educational degree, primary and lower secondary school certificate",2019,3.906259
Provincia Autonoma Bolzano / Bozen,all_gender,Y20-64,"no educational degree, primary and lower secondary school certificate",2020,5.072762
Provincia Autonoma Bolzano / Bozen,all_gender,Y20-64,"no educational degree, primary and lower secondary school certificate",2021,5.053672
Abruzzo,all_gender,Y20-64,all_levels_education,2018,10.856017
Abruzzo,all_gender,Y20-64,all_levels_education,2019,11.191898
Abruzzo,all_gender,Y20-64,all_levels_education,2020,9.678667
Abruzzo,all_gender,Y20-64,all_levels_education,2021,9.277774
Molise,all_gender,Y15-64,"no educational degree, primary and lower secondary school certificate",2018,14.401354
Molise,all_gender,Y15-64,"no educational degree, primary and lower secondary school certificate",2019,14.073658
Molise,all_gender,Y15-64,"no educational degree, primary and lower secondary school certificate",2020,12.46547
Molise,all_gender,Y15-64,"no educational degree, primary and lower secondary school certificate",2021,15.371014
Liguria,all_gender,Y20-64,"no educational degree, primary and lower secondary school certificate",2018,14.818702
Liguria,all_gender,Y20-64,"no educational degree, primary and lower secondary school certificate",2019,15.584644
Liguria,all_gender,Y20-64,"no educational degree, primary and lower secondary school certificate",2020,13.659269
Liguria,all_gender,Y20-64,"no educational degree, primary and lower secondary school certificate",2021,12.63449
Centro,all_gender,Y20-64,all_levels_education,2011,7.503407
Centro,all_gender,Y20-64,all_levels_education,2012,9.409061
Centro,all_gender,Y20-64,all_levels_education,2013,10.724542
Centro,all_gender,Y20-64,all_levels_education,2014,11.386223
Centro,all_gender,Y20-64,all_levels_education,2015,10.641109
Centro,all_gender,Y20-64,all_levels_education,2016,10.41575
Centro,all_gender,Y20-64,all_levels_education,2017,9.895962
Centro,all_gender,Y20-64,all_levels_education,2018,9.318195
Centro,all_gender,Y20-64,all_levels_education,2019,8.600575
Centro,all_gender,Y20-64,all_levels_education,2020,8.208577
Centro,all_gender,Y20-64,all_levels_education,2021,8.548192
Nord-ovest,all_gender,Y15-64,"no educational degree, primary and lower secondary school certificate",2018,9.73006
Nord-ovest,all_gender,Y15-64,"no educational degree, primary and lower secondary school certificate",2019,9.611671
Nord-ovest,all_gender,Y15-64,"no educational degree, primary and lower secondary school certificate",2020,8.599114
Nord-ovest,all_gender,Y15-64,"no educational degree, primary and lower secondary school certificate",2021,9.062296
Liguria,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2018,4.823326
Liguria,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2019,4.796906
Liguria,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2020,4.316261
Liguria,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2021,4.555527
Puglia,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2018,9.883652
Puglia,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2019,8.38041
Puglia,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2020,7.984877
Puglia,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2021,8.091793
Sicilia,all_gender,Y20-64,"no educational degree, primary and lower secondary school certificate",2018,26.868872
Sicilia,all_gender,Y20-64,"no educational degree, primary and lower secondary school certificate",2019,26.036518
Sicilia,all_gender,Y20-64,"no educational degree, primary and lower secondary school certificate",2020,23.926878
Sicilia,all_gender,Y20-64,"no educational degree, primary and lower secondary school certificate",2021,24.9837
Molise,all_gender,Y15-64,"tertiary (university, doctoral and specialization courses)",2018,9.050923
Molise,all_gender,Y15-64,"tertiary (university, doctoral and specialization courses)",2019,6.726934
Molise,all_gender,Y15-64,"tertiary (university, doctoral and specialization courses)",2020,8.605943
Molise,all_gender,Y15-64,"tertiary (university, doctoral and specialization courses)",2021,6.816244
Nord-est,all_gender,Y15-64,upper and post secondary,2018,5.769481
Nord-est,all_gender,Y15-64,upper and post secondary,2019,5.023135
Nord-est,all_gender,Y15-64,upper and post secondary,2020,5.811961
Nord-est,all_gender,Y15-64,upper and post secondary,2021,5.214171
Lombardia,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2018,3.600911
Lombardia,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2019,3.057817
Lombardia,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2020,3.224151
Lombardia,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2021,3.510605
Calabria,all_gender,Y20-64,"no educational degree, primary and lower secondary school certificate",2018,25.482269
Calabria,all_gender,Y20-64,"no educational degree, primary and lower secondary school certificate",2019,25.45247
Calabria,all_gender,Y20-64,"no educational degree, primary and lower secondary school certificate",2020,25.769476
Calabria,all_gender,Y20-64,"no educational degree, primary and lower secondary school certificate",2021,21.313517
Veneto,all_gender,Y15-64,upper and post secondary,2018,6.321414
Veneto,all_gender,Y15-64,upper and post secondary,2019,4.938889
Veneto,all_gender,Y15-64,upper and post secondary,2020,5.974911
Veneto,all_gender,Y15-64,upper and post secondary,2021,5.093836
Provincia Autonoma Bolzano / Bozen,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2018,2.394747
Provincia Autonoma Bolzano / Bozen,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2019,2.158632
Provincia Autonoma Bolzano / Bozen,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2020,1.778292
Provincia Autonoma Bolzano / Bozen,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2021,2.738575
Friuli-Venezia Giulia,all_gender,Y15-64,upper and post secondary,2018,6.877026
Friuli-Venezia Giulia,all_gender,Y15-64,upper and post secondary,2019,5.842713
Friuli-Venezia Giulia,all_gender,Y15-64,upper and post secondary,2020,5.477278
Friuli-Venezia Giulia,all_gender,Y15-64,upper and post secondary,2021,5.682043
Molise,all_gender,Y15-74,"no educational degree, primary and lower secondary school certificate",2018,14.282384
Molise,all_gender,Y15-74,"no educational degree, primary and lower secondary school certificate",2019,13.541613
Molise,all_gender,Y15-74,"no educational degree, primary and lower secondary school certificate",2020,11.957932
Molise,all_gender,Y15-74,"no educational degree, primary and lower secondary school certificate",2021,14.898776
Valle d'Aosta / Vallée d'Aoste,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2018,3.625378
Valle d'Aosta / Vallée d'Aoste,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2019,2.829544
Valle d'Aosta / Vallée d'Aoste,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2020,2.89752
Valle d'Aosta / Vallée d'Aoste,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2021,3.663132
Campania,all_gender,Y20-64,"no educational degree, primary and lower secondary school certificate",2018,26.676109
Campania,all_gender,Y20-64,"no educational degree, primary and lower secondary school certificate",2019,26.829026
Campania,all_gender,Y20-64,"no educational degree, primary and lower secondary school certificate",2020,24.806207
Campania,all_gender,Y20-64,"no educational degree, primary and lower secondary school certificate",2021,26.58918
Puglia,all_gender,Y20-64,"no educational degree, primary and lower secondary school certificate",2018,19.056358
Puglia,all_gender,Y20-64,"no educational degree, primary and lower secondary school certificate",2019,17.562439
Puglia,all_gender,Y20-64,"no educational degree, primary and lower secondary school certificate",2020,18.162019
Puglia,all_gender,Y20-64,"no educational degree, primary and lower secondary school certificate",2021,17.759468
Provincia Autonoma Trento,all_gender,Y15-64,upper and post secondary,2018,4.94232
Provincia Autonoma Trento,all_gender,Y15-64,upper and post secondary,2019,4.979992
Provincia Autonoma Trento,all_gender,Y15-64,upper and post secondary,2020,5.520452
Provincia Autonoma Trento,all_gender,Y15-64,upper and post secondary,2021,5.014354
Nord-ovest,all_gender,Y15-74,"no educational degree, primary and lower secondary school certificate",2018,9.538177
Nord-ovest,all_gender,Y15-74,"no educational degree, primary and lower secondary school certificate",2019,9.420444
Nord-ovest,all_gender,Y15-74,"no educational degree, primary and lower secondary school certificate",2020,8.408379
Nord-ovest,all_gender,Y15-74,"no educational degree, primary and lower secondary school certificate",2021,8.901732
Italy,all_gender,Y20-64,"no educational degree, primary and lower secondary school certificate",2018,14.369755
Italy,all_gender,Y20-64,"no educational degree, primary and lower secondary school certificate",2019,13.629639
Italy,all_gender,Y20-64,"no educational degree, primary and lower secondary school certificate",2020,12.988626
Italy,all_gender,Y20-64,"no educational degree, primary and lower secondary school certificate",2021,13.247329
Campania,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2018,10.394396
Campania,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2019,11.326488
Campania,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2020,10.465686
Campania,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2021,8.934256
Umbria,all_gender,Y20-64,all_levels_education,2018,9.14888
Umbria,all_gender,Y20-64,all_levels_education,2019,8.513771
Umbria,all_gender,Y20-64,all_levels_education,2020,8.254849
Umbria,all_gender,Y20-64,all_levels_education,2021,6.620946
Emilia-Romagna,all_gender,Y20-64,all_levels_education,2018,5.731202
Emilia-Romagna,all_gender,Y20-64,all_levels_education,2019,5.438831
Emilia-Romagna,all_gender,Y20-64,all_levels_education,2020,5.818582
Emilia-Romagna,all_gender,Y20-64,all_levels_education,2021,5.35856
Emilia-Romagna,all_gender,Y15-64,upper and post secondary,2018,5.355058
Emilia-Romagna,all_gender,Y15-64,upper and post secondary,2019,5.234275
Emilia-Romagna,all_gender,Y15-64,upper and post secondary,2020,6.073231
Emilia-Romagna,all_gender,Y15-64,upper and post secondary,2021,5.461788
Lombardia,all_gender,Y20-64,"no educational degree, primary and lower secondary school certificate",2018,7.786039
Lombardia,all_gender,Y20-64,"no educational degree, primary and lower secondary school certificate",2019,7.717811
Lombardia,all_gender,Y20-64,"no educational degree, primary and lower secondary school certificate",2020,6.725003
Lombardia,all_gender,Y20-64,"no educational degree, primary and lower secondary school certificate",2021,7.614278
Piemonte,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2018,4.230921
Piemonte,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2019,4.345464
Piemonte,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2020,4.424874
Piemonte,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2021,3.852139
Umbria,all_gender,Y15-64,upper and post secondary,2018,9.274116
Umbria,all_gender,Y15-64,upper and post secondary,2019,7.467686
Umbria,all_gender,Y15-64,upper and post secondary,2020,7.564899
Umbria,all_gender,Y15-64,upper and post secondary,2021,6.934301
Marche,all_gender,Y20-64,upper and post secondary,2018,8.129918
Marche,all_gender,Y20-64,upper and post secondary,2019,8.785311
Marche,all_gender,Y20-64,upper and post secondary,2020,7.354898
Marche,all_gender,Y20-64,upper and post secondary,2021,7.315069
Friuli-Venezia Giulia,all_gender,Y20-64,all_levels_education,2018,6.622753
Friuli-Venezia Giulia,all_gender,Y20-64,all_levels_education,2019,6.017514
Friuli-Venezia Giulia,all_gender,Y20-64,all_levels_education,2020,5.607282
Friuli-Venezia Giulia,all_gender,Y20-64,all_levels_education,2021,5.574752
Nord-est,all_gender,Y20-64,all_levels_education,2011,4.852443
Nord-est,all_gender,Y20-64,all_levels_education,2012,6.475721
Nord-est,all_gender,Y20-64,all_levels_education,2013,7.676195
Nord-est,all_gender,Y20-64,all_levels_education,2014,7.629984
Nord-est,all_gender,Y20-64,all_levels_education,2015,7.235211
Nord-est,all_gender,Y20-64,all_levels_education,2016,6.649077
Nord-est,all_gender,Y20-64,all_levels_education,2017,6.160018
Nord-est,all_gender,Y20-64,all_levels_education,2018,5.86902
Nord-est,all_gender,Y20-64,all_levels_education,2019,5.32318
Nord-est,all_gender,Y20-64,all_levels_education,2020,5.596985
Nord-est,all_gender,Y20-64,all_levels_education,2021,5.151504
Veneto,all_gender,Y20-64,all_levels_education,2018,6.321724
Veneto,all_gender,Y20-64,all_levels_education,2019,5.3942
Veneto,all_gender,Y20-64,all_levels_education,2020,5.655493
Veneto,all_gender,Y20-64,all_levels_education,2021,5.062496
Toscana,all_gender,Y20-64,upper and post secondary,2018,6.56038
Toscana,all_gender,Y20-64,upper and post secondary,2019,7.002991
Toscana,all_gender,Y20-64,upper and post secondary,2020,6.685263
Toscana,all_gender,Y20-64,upper and post secondary,2021,7.218374
Valle d'Aosta / Vallée d'Aoste,all_gender,Y20-64,"no educational degree, primary and lower secondary school certificate",2018,10.26589
Valle d'Aosta / Vallée d'Aoste,all_gender,Y20-64,"no educational degree, primary and lower secondary school certificate",2019,9.008822
Valle d'Aosta / Vallée d'Aoste,all_gender,Y20-64,"no educational degree, primary and lower secondary school certificate",2020,8.567371
Valle d'Aosta / Vallée d'Aoste,all_gender,Y20-64,"no educational degree, primary and lower secondary school certificate",2021,10.251602
Friuli-Venezia Giulia,all_gender,Y15-74,"no educational degree, primary and lower secondary school certificate",2018,8.506686
Friuli-Venezia Giulia,all_gender,Y15-74,"no educational degree, primary and lower secondary school certificate",2019,8.158938
Friuli-Venezia Giulia,all_gender,Y15-74,"no educational degree, primary and lower secondary school certificate",2020,7.964449
Friuli-Venezia Giulia,all_gender,Y15-74,"no educational degree, primary and lower secondary school certificate",2021,7.257342
Veneto,all_gender,Y15-74,"no educational degree, primary and lower secondary school certificate",2018,8.462603
Veneto,all_gender,Y15-74,"no educational degree, primary and lower secondary school certificate",2019,8.291178
Veneto,all_gender,Y15-74,"no educational degree, primary and lower secondary school certificate",2020,7.028945
Veneto,all_gender,Y15-74,"no educational degree, primary and lower secondary school certificate",2021,7.320913
Friuli-Venezia Giulia,all_gender,Y20-64,"no educational degree, primary and lower secondary school certificate",2018,8.397974
Friuli-Venezia Giulia,all_gender,Y20-64,"no educational degree, primary and lower secondary school certificate",2019,8.120282
Friuli-Venezia Giulia,all_gender,Y20-64,"no educational degree, primary and lower secondary school certificate",2020,7.728935
Friuli-Venezia Giulia,all_gender,Y20-64,"no educational degree, primary and lower secondary school certificate",2021,6.920936
Lombardia,all_gender,Y15-64,"tertiary (university, doctoral and specialization courses)",2018,3.600911
Lombardia,all_gender,Y15-64,"tertiary (university, doctoral and specialization courses)",2019,3.057817
Lombardia,all_gender,Y15-64,"tertiary (university, doctoral and specialization courses)",2020,3.224151
Lombardia,all_gender,Y15-64,"tertiary (university, doctoral and specialization courses)",2021,3.510605
Calabria,all_gender,Y15-64,"no educational degree, primary and lower secondary school certificate",2018,26.131737
Calabria,all_gender,Y15-64,"no educational degree, primary and lower secondary school certificate",2019,26.051357
Calabria,all_gender,Y15-64,"no educational degree, primary and lower secondary school certificate",2020,26.045721
Calabria,all_gender,Y15-64,"no educational degree, primary and lower secondary school certificate",2021,21.6802
Italy,all_gender,Y15-64,"tertiary (university, doctoral and specialization courses)",2018,6.054661
Italy,all_gender,Y15-64,"tertiary (university, doctoral and specialization courses)",2019,5.845214
Italy,all_gender,Y15-64,"tertiary (university, doctoral and specialization courses)",2020,5.556712
Italy,all_gender,Y15-64,"tertiary (university, doctoral and specialization courses)",2021,5.183004
Piemonte,all_gender,Y20-64,upper and post secondary,2018,7.520208
Piemonte,all_gender,Y20-64,upper and post secondary,2019,6.579358
Piemonte,all_gender,Y20-64,upper and post secondary,2020,7.060944
Piemonte,all_gender,Y20-64,upper and post secondary,2021,6.76221
Veneto,all_gender,Y20-64,"no educational degree, primary and lower secondary school certificate",2018,8.239041
Veneto,all_gender,Y20-64,"no educational degree, primary and lower secondary school certificate",2019,8.112134
Veneto,all_gender,Y20-64,"no educational degree, primary and lower secondary school certificate",2020,6.640587
Veneto,all_gender,Y20-64,"no educational degree, primary and lower secondary school certificate",2021,6.934801
Nord-est,all_gender,Y20-64,"no educational degree, primary and lower secondary school certificate",2018,8.145728
Nord-est,all_gender,Y20-64,"no educational degree, primary and lower secondary school certificate",2019,7.639199
Nord-est,all_gender,Y20-64,"no educational degree, primary and lower secondary school certificate",2020,7.179269
Nord-est,all_gender,Y20-64,"no educational degree, primary and lower secondary school certificate",2021,7.092773
Italy,all_gender,Y15-64,"no educational degree, primary and lower secondary school certificate",2018,14.85644
Italy,all_gender,Y15-64,"no educational degree, primary and lower secondary school certificate",2019,14.065808
Italy,all_gender,Y15-64,"no educational degree, primary and lower secondary school certificate",2020,13.378508
Italy,all_gender,Y15-64,"no educational degree, primary and lower secondary school certificate",2021,13.680078
Puglia,all_gender,Y15-64,"no educational degree, primary and lower secondary school certificate",2018,19.635206
Puglia,all_gender,Y15-64,"no educational degree, primary and lower secondary school certificate",2019,18.161375
Puglia,all_gender,Y15-64,"no educational degree, primary and lower secondary school certificate",2020,18.702062
Puglia,all_gender,Y15-64,"no educational degree, primary and lower secondary school certificate",2021,18.247449
Trentino Alto Adige / Südtirol,all_gender,Y15-74,"no educational degree, primary and lower secondary school certificate",2018,4.847189
Trentino Alto Adige / Südtirol,all_gender,Y15-74,"no educational degree, primary and lower secondary school certificate",2019,5.526089
Trentino Alto Adige / Südtirol,all_gender,Y15-74,"no educational degree, primary and lower secondary school certificate",2020,6.092961
Trentino Alto Adige / Südtirol,all_gender,Y15-74,"no educational degree, primary and lower secondary school certificate",2021,5.862796
Sardegna,all_gender,Y20-64,upper and post secondary,2018,14.075011
Sardegna,all_gender,Y20-64,upper and post secondary,2019,15.820867
Sardegna,all_gender,Y20-64,upper and post secondary,2020,13.05575
Sardegna,all_gender,Y20-64,upper and post secondary,2021,14.357886
Trentino Alto Adige / Südtirol,all_gender,Y20-64,"no educational degree, primary and lower secondary school certificate",2018,4.697436
Trentino Alto Adige / Südtirol,all_gender,Y20-64,"no educational degree, primary and lower secondary school certificate",2019,5.475093
Trentino Alto Adige / Südtirol,all_gender,Y20-64,"no educational degree, primary and lower secondary school certificate",2020,6.177255
Trentino Alto Adige / Südtirol,all_gender,Y20-64,"no educational degree, primary and lower secondary school certificate",2021,5.879269
Centro,all_gender,Y15-74,"no educational degree, primary and lower secondary school certificate",2018,12.094428
Centro,all_gender,Y15-74,"no educational degree, primary and lower secondary school certificate",2019,10.63583
Centro,all_gender,Y15-74,"no educational degree, primary and lower secondary school certificate",2020,10.960247
Centro,all_gender,Y15-74,"no educational degree, primary and lower secondary school certificate",2021,11.479935
Provincia Autonoma Bolzano / Bozen,all_gender,Y15-64,"tertiary (university, doctoral and specialization courses)",2018,2.394747
Provincia Autonoma Bolzano / Bozen,all_gender,Y15-64,"tertiary (university, doctoral and specialization courses)",2019,2.158632
Provincia Autonoma Bolzano / Bozen,all_gender,Y15-64,"tertiary (university, doctoral and specialization courses)",2020,1.778292
Provincia Autonoma Bolzano / Bozen,all_gender,Y15-64,"tertiary (university, doctoral and specialization courses)",2021,2.738575
Basilicata,all_gender,Y20-64,upper and post secondary,2018,13.01251
Basilicata,all_gender,Y20-64,upper and post secondary,2019,10.646528
Basilicata,all_gender,Y20-64,upper and post secondary,2020,8.747798
Basilicata,all_gender,Y20-64,upper and post secondary,2021,7.972899
Abruzzo,all_gender,Y20-64,"no educational degree, primary and lower secondary school certificate",2018,12.764013
Abruzzo,all_gender,Y20-64,"no educational degree, primary and lower secondary school certificate",2019,11.672725
Abruzzo,all_gender,Y20-64,"no educational degree, primary and lower secondary school certificate",2020,11.834629
Abruzzo,all_gender,Y20-64,"no educational degree, primary and lower secondary school certificate",2021,9.611521
Provincia Autonoma Bolzano / Bozen,all_gender,Y15-64,"no educational degree, primary and lower secondary school certificate",2018,3.547095
Provincia Autonoma Bolzano / Bozen,all_gender,Y15-64,"no educational degree, primary and lower secondary school certificate",2019,4.047188
Provincia Autonoma Bolzano / Bozen,all_gender,Y15-64,"no educational degree, primary and lower secondary school certificate",2020,5.275582
Provincia Autonoma Bolzano / Bozen,all_gender,Y15-64,"no educational degree, primary and lower secondary school certificate",2021,5.076851
Nord-est,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2018,3.651884
Nord-est,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2019,3.775096
Nord-est,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2020,3.884849
Nord-est,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2021,3.234916
Veneto,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2018,4.187242
Veneto,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2019,3.784561
Veneto,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2020,4.547057
Veneto,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2021,3.139168
Abruzzo,all_gender,Y15-74,"no educational degree, primary and lower secondary school certificate",2018,12.586025
Abruzzo,all_gender,Y15-74,"no educational degree, primary and lower secondary school certificate",2019,11.479379
Abruzzo,all_gender,Y15-74,"no educational degree, primary and lower secondary school certificate",2020,11.570288
Abruzzo,all_gender,Y15-74,"no educational degree, primary and lower secondary school certificate",2021,9.527312
Centro,all_gender,Y20-64,"no educational degree, primary and lower secondary school certificate",2018,12.073379
Centro,all_gender,Y20-64,"no educational degree, primary and lower secondary school certificate",2019,10.619636
Centro,all_gender,Y20-64,"no educational degree, primary and lower secondary school certificate",2020,10.867561
Centro,all_gender,Y20-64,"no educational degree, primary and lower secondary school certificate",2021,11.428629
Campania,all_gender,Y15-64,"no educational degree, primary and lower secondary school certificate",2018,27.724295
Campania,all_gender,Y15-64,"no educational degree, primary and lower secondary school certificate",2019,27.681878
Campania,all_gender,Y15-64,"no educational degree, primary and lower secondary school certificate",2020,25.538693
Campania,all_gender,Y15-64,"no educational degree, primary and lower secondary school certificate",2021,27.408972
Lombardia,all_gender,Y15-64,"no educational degree, primary and lower secondary school certificate",2018,8.146339
Lombardia,all_gender,Y15-64,"no educational degree, primary and lower secondary school certificate",2019,8.060094
Lombardia,all_gender,Y15-64,"no educational degree, primary and lower secondary school certificate",2020,7.011483
Lombardia,all_gender,Y15-64,"no educational degree, primary and lower secondary school certificate",2021,7.831614
Emilia-Romagna,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2018,3.25083
Emilia-Romagna,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2019,3.930042
Emilia-Romagna,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2020,3.54083
Emilia-Romagna,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2021,3.263695
Campania,all_gender,Y15-64,"tertiary (university, doctoral and specialization courses)",2018,10.394396
Campania,all_gender,Y15-64,"tertiary (university, doctoral and specialization courses)",2019,11.326488
Campania,all_gender,Y15-64,"tertiary (university, doctoral and specialization courses)",2020,10.465686
Campania,all_gender,Y15-64,"tertiary (university, doctoral and specialization courses)",2021,8.934256
Valle d'Aosta / Vallée d'Aoste,all_gender,Y15-64,"tertiary (university, doctoral and specialization courses)",2018,3.625378
Valle d'Aosta / Vallée d'Aoste,all_gender,Y15-64,"tertiary (university, doctoral and specialization courses)",2019,2.829544
Valle d'Aosta / Vallée d'Aoste,all_gender,Y15-64,"tertiary (university, doctoral and specialization courses)",2020,2.89752
Valle d'Aosta / Vallée d'Aoste,all_gender,Y15-64,"tertiary (university, doctoral and specialization courses)",2021,3.663132
Valle d'Aosta / Vallée d'Aoste,all_gender,Y20-64,upper and post secondary,2018,6.128521
Valle d'Aosta / Vallée d'Aoste,all_gender,Y20-64,upper and post secondary,2019,5.978428
Valle d'Aosta / Vallée d'Aoste,all_gender,Y20-64,upper and post secondary,2020,4.724152
Valle d'Aosta / Vallée d'Aoste,all_gender,Y20-64,upper and post secondary,2021,6.438395
Puglia,all_gender,Y15-64,"tertiary (university, doctoral and specialization courses)",2018,9.883652
Puglia,all_gender,Y15-64,"tertiary (university, doctoral and specialization courses)",2019,8.38041
Puglia,all_gender,Y15-64,"tertiary (university, doctoral and specialization courses)",2020,7.984877
Puglia,all_gender,Y15-64,"tertiary (university, doctoral and specialization courses)",2021,8.091793
Friuli-Venezia Giulia,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2018,4.303306
Friuli-Venezia Giulia,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2019,4.37491
Friuli-Venezia Giulia,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2020,3.80423
Friuli-Venezia Giulia,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2021,4.148136
Umbria,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2018,5.388666
Umbria,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2019,6.216918
Umbria,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2020,6.090085
Umbria,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2021,5.919747
Sardegna,all_gender,Y15-64,"tertiary (university, doctoral and specialization courses)",2018,10.373854
Sardegna,all_gender,Y15-64,"tertiary (university, doctoral and specialization courses)",2019,10.524294
Sardegna,all_gender,Y15-64,"tertiary (university, doctoral and specialization courses)",2020,6.386484
Sardegna,all_gender,Y15-64,"tertiary (university, doctoral and specialization courses)",2021,6.736372
Molise,all_gender,Y20-64,upper and post secondary,2018,13.517051
Molise,all_gender,Y20-64,upper and post secondary,2019,13.640614
Molise,all_gender,Y20-64,upper and post secondary,2020,9.212487
Molise,all_gender,Y20-64,upper and post secondary,2021,10.204164
Provincia Autonoma Trento,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2018,2.418473
Provincia Autonoma Trento,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2019,2.314231
Provincia Autonoma Trento,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2020,3.34678
Provincia Autonoma Trento,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2021,2.215974
Nord-ovest,all_gender,Y15-64,"tertiary (university, doctoral and specialization courses)",2018,3.878011
Nord-ovest,all_gender,Y15-64,"tertiary (university, doctoral and specialization courses)",2019,3.535045
Nord-ovest,all_gender,Y15-64,"tertiary (university, doctoral and specialization courses)",2020,3.616051
Nord-ovest,all_gender,Y15-64,"tertiary (university, doctoral and specialization courses)",2021,3.693145
Campania,all_gender,Y15-74,"no educational degree, primary and lower secondary school certificate",2018,27.121577
Campania,all_gender,Y15-74,"no educational degree, primary and lower secondary school certificate",2019,27.184839
Campania,all_gender,Y15-74,"no educational degree, primary and lower secondary school certificate",2020,25.085725
Campania,all_gender,Y15-74,"no educational degree, primary and lower secondary school certificate",2021,26.937868
Nord-ovest,all_gender,Y20-64,upper and post secondary,2018,6.555056
Nord-ovest,all_gender,Y20-64,upper and post secondary,2019,5.826313
Nord-ovest,all_gender,Y20-64,upper and post secondary,2020,5.746182
Nord-ovest,all_gender,Y20-64,upper and post secondary,2021,6.177533
Basilicata,all_gender,Y15-64,"tertiary (university, doctoral and specialization courses)",2018,10.844461
Basilicata,all_gender,Y15-64,"tertiary (university, doctoral and specialization courses)",2019,11.243811
Basilicata,all_gender,Y15-64,"tertiary (university, doctoral and specialization courses)",2020,8.221319
Basilicata,all_gender,Y15-64,"tertiary (university, doctoral and specialization courses)",2021,6.480681
Centro,all_gender,Y15-64,upper and post secondary,2018,10.162442
